"BM","Dataset","centroid"
"O=C(N[C@@H](CCN1CC(n2cnc3ccccc32)C1)c1ccccc1)C1CCC1","Preclinic & Market","True"
"C1=C(c2nccnc2OC2CN(c3nc4ccccc4s3)C2)CCNC1","Preclinic & Market","True"
"O=C(CCCc1c[nH]nn1)NC1CN(C(=O)OCc2ccccc2)C1","Preclinic & Market","True"
"O=C(NCC1N=Cc2cncnc21)C(c1ccccc1)N1C(=O)CC1c1ccccc1","Preclinic & Market","True"
"O=S(=O)(NC1CN(CCOc2ccccc2-c2ccccc2)C1)c1cn[nH]c1","Preclinic & Market","True"
"c1cnc(N2CCN(C3CNC3)CC2)nc1","Preclinic & Market","True"
"c1ccc(-c2nc3cnc(N4CC(c5ccccc5)C4)nc3o2)cc1","Preclinic & Market","True"
"O=C(N1CCCCC1)N1CC(O[C@@H](c2ccccc2)c2ccc[nH]c2=O)C1","Preclinic & Market","True"
"O=C(NCc1ccc(C2CN(c3ccc(OCC4CC4)cc3)C2)cc1)c1ccon1","Preclinic & Market","True"
"O=C(c1nc2ccccc2[nH]1)N1CC(c2nccnc2N2CCC[C@H]2c2ccccc2)C1","Preclinic & Market","True"
"O=C(N[C@@H](Cc1ccccc1)C(=O)N1CCC1)c1c[nH]c2ccccc12","Preclinic & Market","True"
"O=c1[nH]c(CN2CC(c3ccccc3)C2)nn2c(C3CCOCC3)ncc12","Preclinic & Market","True"
"O=C(Oc1cccc2ccccc12)N1CCC1Cc1ccccc1","Preclinic & Market","True"
"O=C(CNc1n[nH]c2ccccc12)NC1CN(C2CCCCC2)C1","Preclinic & Market","True"
"O=C(NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)CCC2)C1CCN1","Preclinic & Market","True"
"O=C(Nc1cc(C2CC2)n[nH]1)C1CCN1C(=O)c1ccccc1CCc1ccccc1","Preclinic & Market","True"
"O=C(c1ccccc1-n1nccn1)N1CC[C@H]1c1noc(-c2cccnc2)n1","Preclinic & Market","True"
"O=C(Nc1ccccc1)OCN1C(=O)C[C@@H]1S(=O)(=O)c1ccccc1","Preclinic & Market","True"
"O=c1[nH]c(CN2CC(Oc3ncc4cccnc4n3)C2)nc2c1cnn2C1CCOCC1","Preclinic & Market","True"
"c1ccc(Nc2ccn(C3CNC3)n2)cc1","Preclinic & Market","True"
"O=C1OC(N2C(=O)CC2S(=O)(=O)c2ccccc2)C(=O)N1Cc1ccccc1","Preclinic & Market","True"
"c1cc(-c2cnn(C3CN(C4CCNCC4)C3)c2)c2cc[nH]c2n1","Preclinic & Market","True"
"O=C1[C@H](c2ccccc2)[C@@H](c2ccc3c(c2)OCO3)N1C1CCN(C(=O)n2cncn2)CC1","Preclinic & Market","True"
"O=C1[C@H](N2C[C@H](N3C(=O)c4ccccc4C3=O)C2=O)CSN1Cc1ccccc1","Preclinic & Market","True"
"O=C(NCC1(CC2CC2)CN(S(=O)(=O)c2c[nH]nn2)C1)c1ccccc1","Preclinic & Market","True"
"O=C(c1cccs1)N1CCC(N2CC(n3ccc(-c4ncnc5[nH]ccc45)c3)C2)CC1","Preclinic & Market","True"
"c1ccc(Nc2ncnc(N3CC(COc4cccc5cccnc45)C3)n2)cc1","Preclinic & Market","True"
"O=C(NC[C@H]1CCN1C(=O)c1ncsc1-c1ccccc1)c1cccc2c1OCCN2","Preclinic & Market","True"
"O=S(=O)(NCCN1CC(CN[C@H]2CCCc3ccccc3C2)C1)c1cccc2ccccc12","Preclinic & Market","True"
"O=C(c1ccc2c(ccn2-c2ccccc2)c1)N1CC(N2CCN(C(=O)c3nccs3)CC2)C1","Preclinic & Market","True"
"O=C1[C@H](CCn2cnc3c(OCc4ccccc4)ncnc32)[C@@H](c2ccccc2)N1Cc1ccccc1","Preclinic & Market","True"
"C(=C1CN(C(c2ccccc2)c2ccccc2)C1)c1ccccc1","Preclinic & Market","True"
"O=S(=O)(c1cncc2ccccc12)N1CC[C@@H]1CCN1CCN(c2nsc3ccccc23)CC1","Preclinic & Market","True"
"c1ccc(C(c2ccccc2)N2CC(Oc3ccccc3C3CC3)C2)cc1","Preclinic & Market","True"
"O=C([C@@H]1CC[C@@H](N2CCOCC2)C[C@H]1c1ccccc1)N1CC(c2ccccc2)(c2ccccc2)C1","Preclinic & Market","True"
"O=C(NCc1ccccc1)N1C(=O)[C@@H](Cc2ccccc2)[C@H]1Oc1ccc(N2CCNCC2)cc1","Preclinic & Market","True"
"O=C(CNC(=O)c1ccccc1)NC1CN([C@H]2CC[C@H](c3ccc4[nH]cnc4c3)CC2)C1","Preclinic & Market","True"
"O=C1[C@H](N2C(=O)c3ccccc3C2=O)CN1[C@H](COCc1ccccc1)c1ccc(OCc2ccccc2)cc1","Preclinic & Market","True"
"O=C1CC[C@](CCN2CC(N3CCC(c4ccccc4)CC3)C2)(c2ccccc2)CN1CC1CC1","Preclinic & Market","True"
"N=C1CCC(C2CCCCC2)=C1c1ccccc1","Preclinic & Market","True"
"O=C(C1=C(c2ccccc2)CCC1)c1ccccc1","Preclinic & Market","True"
"O=C1CC(c2ccccc2)=C(c2ccccc2)[C@H]1c1ccccc1","Preclinic & Market","True"
"O=C(NCCc1ccncc1)C1=CCC[C@H]1C(=O)N1CCCC1","Preclinic & Market","True"
"O=C(N/N=C1/C=CCC1)c1ccc2c(c1)OCO2","Preclinic & Market","True"
"O=C1C=C(c2ccccc2)CC1","Preclinic & Market","True"
"C1=C(c2ccccc2)C(c2ccccc2)C/C1=N\n1cnnc1","Preclinic & Market","True"
"O=C(Nc1cccc2[nH]ncc12)N[C@@H]1C=C[C@H](c2ccccc2)C1","Preclinic & Market","True"
"O=C1CCC(c2ccccc2)=C1C#Cc1ccccc1","Preclinic & Market","True"
"C1=C(NN(c2ccccc2)c2ccccc2)CCC1","Preclinic & Market","True"
"O=C(Nc1ccccc1)C1=C(N2CCOCC2)/C(=C/c2cccnc2)CC1","Preclinic & Market","True"
"O=c1[nH]c(C2=C[C@@H](N3CC=C(c4ccccc4)CC3)CC2)nc2ccccc12","Preclinic & Market","True"
"c1ccc(COc2ccccc2C2=C(c3ccncn3)CCC2)cc1","Preclinic & Market","True"
"C1=C(CNc2ccc3ccccc3n2)[C@@H](NCc2ccccc2)CC1","Preclinic & Market","True"
"C(=C1/CCC(/C=N/Nc2ncccn2)=C1N1CCOCC1)\c1ccccc1","Preclinic & Market","True"
"O=C1/C(=C\c2ccc(-c3ccccc3)o2)C=C[C@@H]1c1ccccc1","Preclinic & Market","True"
"C1=CC(=NNc2ccccc2)C=C1","Preclinic & Market","True"
"C(=Cc1ccc2ccccc2c1)CC1=CC(c2ccccc2)=CC1","Preclinic & Market","True"
"O=C1N/C(=N/c2ccccc2)S/C1=C\C1=C[C@@H](c2ccccc2)C=C1","Preclinic & Market","True"
"O=C1C=C(C(=O)NC2CC[C@H](c3ccccc3)C2)CN1","Preclinic & Market","True"
"O=C1/C(=C/c2ccco2)CC/C1=C\c1ccco1","Preclinic & Market","True"
"C(=C1\CC[C@@H](CN2CCCCC2)C1)\c1ccccc1","Preclinic & Market","True"
"c1cc2c(cc1C1(CNC3=NCCN3)CCCC1)OCCO2","Preclinic & Market","True"
"O=C1C=C(C2CCCC2)c2ccccc21","Preclinic & Market","True"
"O=C(N[C@@H]1CC[C@@H](n2ccnc2)C1)c1cocn1","Preclinic & Market","True"
"O=C(O/N=C1/CCC/C1=C\c1ccccc1)c1ccccc1","Preclinic & Market","True"
"c1ccc(C2(c3ccccc3)CCC(C3CCCCN3)C2)cc1","Preclinic & Market","True"
"O=C1C(=C2SCCCS2)CC/C1=C\c1ccccc1","Preclinic & Market","True"
"O=C(CCS(=O)(=O)C1CCCC1)NCCc1cccnc1","Preclinic & Market","True"
"O=C(N[C@H]1CCc2nccn2C1)C1CCCC1","Preclinic & Market","True"
"O=C1/C(=C/c2ccccc2)CC[C@@H]1CNc1ccon1","Preclinic & Market","True"
"O=C(N[C@@H]1CC[C@@H](N2CCCC2)C1)c1cc2ccccc2[nH]1","Preclinic & Market","True"
"O=C(NCc1ncn[nH]1)C1(Nc2ccccc2)CCCC1","Preclinic & Market","True"
"c1ccc(CN[C@@H]2CCC[C@H]2Cc2ccno2)cc1","Preclinic & Market","True"
"O=C(CCc1ccncc1)NC1(c2nccs2)CCCC1","Preclinic & Market","True"
"C(=C1\CCCC1Cn1cncn1)\c1ccccc1","Preclinic & Market","True"
"c1ccc(O[C@@H]2CCC[C@H]2N2CCCCC2)cc1","Preclinic & Market","True"
"c1ccc(C2(CNCc3nnco3)CCCC2)cc1","Preclinic & Market","True"
"c1ncc2nnn(CC3CCCC3)c2n1","Preclinic & Market","True"
"c1ccc(C2(c3nnc4n3CCCCCC4)CCCC2)cc1","Preclinic & Market","True"
"c1nc(CN(Cc2ccc3c(c2)OCCO3)C2CCCC2)no1","Preclinic & Market","True"
"O=C(CNC1(c2ncon2)CCCC1)NCCc1cccs1","Preclinic & Market","True"
"O=C1CCC/C1=C\Cc1ccccc1","Preclinic & Market","True"
"N=C1CCCCCCCCCCCN1C1CCCC1c1ccccc1","Preclinic & Market","True"
"c1ccc(CNC[C@@H]2CCC[C@H]2c2ccc3[nH]ccc3c2)cc1","Preclinic & Market","True"
"O=C(NCC1(N2CCOCC2)CCCC1)c1ccnc(C2CC2)n1","Preclinic & Market","True"
"c1cnc(N[C@H]2CC[C@@H](c3nnc4cnc5[nH]ccc5n34)C2)cn1","Preclinic & Market","True"
"O=C(NC1(C(=O)NCC2CC2)CCCC1)[C@@H]1Cc2ccccc2O1","Preclinic & Market","True"
"O=C(C1CCC1)N(c1ccccc1)C1CCCC1","Preclinic & Market","True"
"c1cc(-c2ccnc(NC3CCCC3)n2)ccn1","Preclinic & Market","True"
"O=c1ccn(C2CCCC2)c(=O)[nH]1","Preclinic & Market","True"
"O=C(Nc1cccc2cnccc12)N[C@@H]1CC[C@H](c2ncco2)C1","Preclinic & Market","True"
"O=C(Nc1ccc2c(c1)CNC2)C(c1ccccc1)C1CCCC1","Preclinic & Market","True"
"O=C1C[C@@H](NC(=O)Oc2ccccc2)[C@H](Sc2ccc3ccccc3c2)C1","Preclinic & Market","True"
"O=C(Nc1ccccc1)O[C@@H]1CC[C@H](CC(=O)N2CCSC2)C1","Preclinic & Market","True"
"C(#CC1CCC[C@@H]1CCc1ccccc1)c1ccc2c(c1)OCO2","Preclinic & Market","True"
"O=C(CN(C(=O)c1cc2c(s1)CCC2)C1CCCC1)NCc1cccs1","Preclinic & Market","True"
"O=C(c1cc2ccccc2o1)N(C1CC1)C1(C(=O)Nc2ccccc2)CCCC1","Preclinic & Market","True"
"O=C(Nc1ccccc1)N(CCc1nc2ccccc2[nH]1)C1CCCC1","Preclinic & Market","True"
"O=C(N[C@H]1CCC[C@@H]1Nc1ccccn1)c1ccccc1-n1nccn1","Preclinic & Market","True"
"c1ccc2nc(O[C@H]3CCC(c4ncnc5ccccc45)C3)cnc2c1","Preclinic & Market","True"
"O=C(CNC(=O)Nc1ccncc1)NCC1CCCC1","Preclinic & Market","True"
"O=C1NCc2ccc(NC(=O)N[C@@H]3CC[C@@H](c4ccccc4)C3)cc2N1","Preclinic & Market","True"
"O=C1[C@@H](CNCCOc2ccccc2)CCC1(c1ccccc1)c1ccccc1","Preclinic & Market","True"
"c1ccc(CCNC2CCCC2Nc2ccccc2)cc1","Preclinic & Market","True"
"c1ccc(CC2CCN(C[C@H]3CCC(c4ccccc4)(c4ccccc4)C3)CC2)cc1","Preclinic & Market","True"
"O=c1cc(NC[C@H]2CCC[C@@H]2NC2CCCc3c2[nH]c2ccccc32)[nH]c2ccccc12","Preclinic & Market","True"
"O=C(CCNC(=O)Cn1ccc2ccccc2c1=O)NCC1CCCC1c1ccccc1","Preclinic & Market","True"
"O=C1NCOc2cccc(C3CCCC3)c21","Preclinic & Market","True"
"O=C1CC/C(=C\C#Cc2ccccc2)C1Cc1ccccc1","Preclinic & Market","True"
"O=C(CCC(=O)c1ccc(-c2ccccc2)cc1)N[C@@H]1CC[C@@H](OCc2ccccc2)C1","Preclinic & Market","True"
"O=C(N[C@H]1CC[C@H](n2cccnc2=O)C1)c1cc(-c2cc3ccccc3s2)ccn1","Preclinic & Market","True"
"O=C1/C(=C/c2ccc(N3CCNCC3)cc2)CC/C1=C\c1ccc(N2CCNCC2)cc1","Preclinic & Market","True"
"O=C1c2ccccc2C(=O)N1C[C@@H]1CC[C@H](Sc2ccc(-c3ccccc3)cc2)C1","Preclinic & Market","True"
"O=C(NCc1ccc2c(c1)OCCCO2)C1CCC(Oc2ccccc2)C1","Preclinic & Market","True"
"O=C(NC1CC1)[C@@H]1C[C@@H](S(=O)(=O)c2ccccc2)C[C@H]1C(=O)N1CCOCC1","Preclinic & Market","True"
"c1ccc2c(c1)CCC2C1CC[C@@H](c2ccc(N3CCNCC3)cc2)C1","Preclinic & Market","True"
"c1ccc(C[C@H]2CCC[C@@H]2c2cccc(CC3CCC3)c2)cc1","Preclinic & Market","True"
"c1csc(CN(Cc2cnc3ccccc3c2)C2(c3nnnn3C3CCCC3)CCCC2)c1","Preclinic & Market","True"
"c1ccc(CCC2CCC(CNc3ncncc3/N=N/c3ccccc3)C2)cc1","Preclinic & Market","True"
"c1ccc(CO[C@H]2CC[C@@H](NCc3nc[nH]n3)[C@@H]2c2ccccc2)cc1","Preclinic & Market","True"
"O=C(CSc1nnc[nH]1)N(Cc1ccc2c(c1)OCO2)C1(C(=O)NC2CCCCC2)CCCC1","Preclinic & Market","True"
"O=C(C1CC[C@@H](NC2CCc3ccccc32)C1)N1CCN(c2ccccn2)CC1","Preclinic & Market","True"
"O=C(NCc1ccc(-c2cccs2)s1)[C@H]1CCC[C@@H]1NCc1ccc(-c2ccccc2)cc1","Preclinic & Market","True"
"O=C(CC1CCCCC1)C1CCC[C@H]1C(=O)NC(c1ccccc1)c1ccccc1","Preclinic & Market","True"
"O=S(=O)(c1c[nH]cn1)N(Cc1ccccc1)[C@@H]1CCC[C@@H]1N(Cc1cnc[nH]1)c1ccccc1","Preclinic & Market","True"
"O=c1c2ccccc2nnn1C[C@@H]1CC[C@H](S(=O)(=O)CCc2ccc(-c3ccccc3)cc2)C1","Preclinic & Market","True"
"O=C(c1ccccc1)c1sc(=S)sc1SCc1ccccc1","Preclinic & Market","True"
"C(#Cc1ccccc1)SC1=C(c2ccccc2)S/C(=C(\SC#Cc2ccccc2)c2ccccc2)S1","Preclinic & Market","True"
"S=c1ssc(-c2cnccn2)c1CCc1ccccc1","Preclinic & Market","True"
"O=c1ssc(-c2ccccc2)c1-c1ccccc1","Preclinic & Market","True"
"N=C1SC(=N\c2ccccc2)/C(=N/c2ccccc2)S1","Preclinic & Market","True"
"c1ccc(-c2cccs2)cc1","Preclinic & Market","True"
"O=C(C[C@@H](C(=O)c1ccco1)c1ccsc1)c1ccco1","Preclinic & Market","True"
"c1ccsc1","Preclinic & Market","True"
"c1csc(-n2ccc3ccccc32)c1","Preclinic & Market","True"
"c1ccc(-c2csc(Cn3ccnc3)c2)cc1","Preclinic & Market","True"
"O=C(CSC(=O)c1cccs1)NC1CCSC1","Preclinic & Market","True"
"O=S(=O)(Nc1ccccc1)c1ccsc1","Preclinic & Market","True"
"O=C(NS(=O)(=O)c1cccs1)c1ccccc1","Preclinic & Market","True"
"O=C(Nc1nn[nH]n1)c1cccs1","Preclinic & Market","True"
"C(=N/CCc1ccsc1)\c1ccsc1","Preclinic & Market","True"
"O=C1NC(=O)/C(=C\c2cc(-c3cccnc3)cs2)N1","Preclinic & Market","True"
"O=S(=O)(Cc1ccon1)NCCc1ccsc1","Preclinic & Market","True"
"O=C(Cc1ccccc1)N/N=C/c1cccs1","Preclinic & Market","True"
"O=C(c1ccc(-c2cccnc2)s1)N1CCCCCC1","Preclinic & Market","True"
"O=C1NC(=S)/C(=C/c2ccc(-c3ccccc3)s2)S1","Preclinic & Market","True"
"O=c1[nH]nc(Cc2cccs2)c2c1CCCC2","Preclinic & Market","True"
"c1csc(-c2nccn2Cc2ccsc2)c1","Preclinic & Market","True"
"O=C1CS/C(=N\c2csc(-c3ccccc3)c2)N1","Preclinic & Market","True"
"O=C(CCC(=O)c1ccsc1)Nc1ccccn1","Preclinic & Market","True"
"c1ccc(-c2ccc(-c3nnc[nH]3)s2)cc1","Preclinic & Market","True"
"C(=C/c1ccco1)\CNCc1ccsc1","Preclinic & Market","True"
"O=C(C=Cc1cccs1)n1ccnc1","Preclinic & Market","True"
"O=C(c1ccc([C@@H]2CCCN2)s1)N1CCN2CCC1CC2","Preclinic & Market","True"
"O=C(Nc1ccsc1)c1cn[nH]c1","Preclinic & Market","True"
"c1c[nH]c(-c2cc(CN3CCCCC3)cs2)n1","Preclinic & Market","True"
"O=C1O[C@]2(CN3CCC2CC3)CN1c1cccs1","Preclinic & Market","True"
"O=C(CSc1cccs1)NCc1cccnc1","Preclinic & Market","True"
"O=C(c1sccc1-n1cnnn1)N1CCCCC1","Preclinic & Market","True"
"O=C1Nc2ccccc2CN1c1ccc(-c2ccncc2)s1","Preclinic & Market","True"
"O=S1C=C(Cc2ccccc2)C(Cc2ccccc2)=C1","Preclinic & Market","True"
"c1csc(CC2CCNCC2)c1","Preclinic & Market","True"
"O=C(Nc1ccccc1)c1sccc1-n1cccc1","Preclinic & Market","True"
"c1csc(-c2ccnc3c2CCCC3)c1","Preclinic & Market","True"
"O=C(NC1CC1)c1ccc(-n2cnc3ccccc32)s1","Preclinic & Market","True"
"O=S(=O)(c1ccc(-c2ccno2)s1)N1CCCCC1","Preclinic & Market","True"
"O=C(NCCc1cn[nH]c1)NCc1cccs1","Preclinic & Market","True"
"O=C(N[C@H]1CN2CCC1CC2)c1csc(-c2ccccc2)c1","Preclinic & Market","True"
"c1ccc2sc(-c3ccsc3)nc2c1","Preclinic & Market","True"
"O=C(Nc1ccccc1)c1ccc(-c2ccccn2)s1","Preclinic & Market","True"
"c1ccc2c(c1)CCN(Cc1ccsc1)C2","Preclinic & Market","True"
"c1ccc(CCOc2csc(-n3nccn3)c2)cc1","Preclinic & Market","True"
"O=C(Cc1ccccc1)Nc1ccsc1-c1ncco1","Preclinic & Market","True"
"O=C(c1ccc([C@@H]2CCCO2)s1)N1CCS(=O)(=O)CC1","Preclinic & Market","True"
"O=C(NCCN1CCOCC1)c1ccsc1","Preclinic & Market","True"
"O=C(N[C@H]1C[C@H]2CC[C@@H](C1)N2)c1ccc(-c2ccco2)s1","Preclinic & Market","True"
"C(=Cc1ccc(-c2ccco2)s1)c1nc2ccccc2[nH]1","Preclinic & Market","True"
"c1csc([C@H](CNCc2ccncc2)N2CCOCC2)c1","Preclinic & Market","True"
"N=C(CSc1ccncc1)c1ccsc1","Preclinic & Market","True"
"c1ccc2oc(-c3ccc(-c4nc5ccccc5o4)s3)nc2c1","Preclinic & Market","True"
"S=C(Nc1ccccc1)c1cccs1","Preclinic & Market","True"
"O=c1cc(-c2ccc(-c3ccccc3)s2)[nH]c2ncccc12","Preclinic & Market","True"
"c1csc(N2CCSc3ncccc32)c1","Preclinic & Market","True"
"O=C(CCc1cccs1)N=CNCCCc1ncc[nH]1","Preclinic & Market","True"
"O=C(c1ccccc1)c1ccc(Oc2ccccc2)s1","Preclinic & Market","True"
"O=C(NC1CCOCC1)c1csc([C@@H]2C[C@H]2NCC2CC2)c1","Preclinic & Market","True"
"O=C(Nc1cc(-c2ccccc2)cs1)c1ccn[nH]1","Preclinic & Market","True"
"c1ccn(-c2ccsc2-c2cc3ncccn3n2)c1","Preclinic & Market","True"
"O=C(NCc1ccccc1)c1cc(C2CCC2)cs1","Preclinic & Market","True"
"O=c1c2cnc3ccccc3c2[nH]n1-c1cccs1","Preclinic & Market","True"
"N=C1NC(=O)CC(c2ccc(-c3ccccc3)s2)N1","Preclinic & Market","True"
"c1ccc(-c2ccc(CNC[C@@H]3CC[C@H]4C[C@@H]3C4)s2)cc1","Preclinic & Market","True"
"C(C#Cc1cccs1)#Cc1cccs1","Preclinic & Market","True"
"O=C1NCCC[C@@]12CCN(Cc1ccc(-c3ccccc3)s1)C2","Preclinic & Market","True"
"c1ccc(-c2cc(-c3cnoc3C3CCNCC3)cs2)cc1","Preclinic & Market","True"
"O=C(Nc1ccsc1-c1ccccc1)OC12CCN(CC1)CC2","Preclinic & Market","True"
"O=S(=O)(c1ccccc1)c1cc(-c2ccccc2)cs1","Preclinic & Market","True"
"O=S(=O)(NC1CCCCC1)c1ccc(-c2csnn2)s1","Preclinic & Market","True"
"O=C(c1ccccc1)c1cscc1-c1ccc2ccccc2c1","Preclinic & Market","True"
"c1csc(CN(CCCn2ccnc2)Cc2cnc[nH]2)c1","Preclinic & Market","True"
"c1ccc(COCc2cccs2)cc1","Preclinic & Market","True"
"O=C(CCc1cccnc1)N(Cc1ccsc1)C[C@H]1CCCO1","Preclinic & Market","True"
"O=C(Nc1cn[nH]c1)c1cc([C@@H]2C[C@H]2NCC2CC2)cs1","Preclinic & Market","True"
"c1cc(-c2csc(CN[C@H]3C[C@H]4C[C@H](C4)C3)c2)cs1","Preclinic & Market","True"
"O=C(C[C@@H](C(=O)c1ccsc1)c1cccs1)c1cccs1","Preclinic & Market","True"
"O=S(=O)(Oc1ccccc1)c1ccc(-c2ccon2)s1","Preclinic & Market","True"
"O=C(c1ccccc1)c1sccc1-c1ccncc1","Preclinic & Market","True"
"c1cc([C@H]2CC[C@H]3CNCC[C@H]3C2)sc1-c1nn[nH]n1","Preclinic & Market","True"
"c1ccc(CO[C@@H](CCn2cncn2)c2cccs2)cc1","Preclinic & Market","True"
"O=C(c1csc(CN2CCCCC2)c1)N1CCNCC1","Preclinic & Market","True"
"O=C(c1ccccc1)c1csc(C#Cc2ccccc2)c1","Preclinic & Market","True"
"c1ccc(CNCc2cc(Cc3cncnc3)cs2)nc1","Preclinic & Market","True"
"c1ccc2c(/N=N/c3ccsc3)cccc2c1","Preclinic & Market","True"
"O=C(Nc1ccc(Cc2ccccc2)s1)c1ccco1","Preclinic & Market","True"
"O=C(N/N=C\CC(=O)c1cccs1)c1cccnc1","Preclinic & Market","True"
"c1sc(N2CCOCC2)cc1OCCN1CCOCC1","Preclinic & Market","True"
"c1csc(OCCOc2ccc3ccccc3c2)c1","Preclinic & Market","True"
"C(=Cc1ccc(-c2cccs2)s1)c1ccc2ccccc2n1","Preclinic & Market","True"
"O=C(NC[C@@H](c1ccco1)N1CCCCC1)c1cccs1","Preclinic & Market","True"
"c1cc(-c2ccc(CNCc3ccsc3)s2)[nH]n1","Preclinic & Market","True"
"O=C(Cc1cccc2ncccc12)Nc1sccc1-c1ncn[nH]1","Preclinic & Market","True"
"O=S(=O)(NCc1ccccn1)c1ccc(-c2cscn2)s1","Preclinic & Market","True"
"O=c1nc2[nH]nc(-c3cc(-c4ccccc4)cs3)nc-2c(=O)[nH]1","Preclinic & Market","True"
"c1ccc(-c2ccc(CNc3ncnc4c3CCNCC4)s2)nc1","Preclinic & Market","True"
"O=C(O[C@@H]1C[C@H]2CC[C@@H](C1)N2)N(Cc1ccccc1)c1cccs1","Preclinic & Market","True"
"O=C1C=CO[C@H]1CCC#Cc1ccc(Cc2ccccc2)s1","Preclinic & Market","True"
"O=C(NCCc1nnc2n1CCC2)Nc1ccsc1","Preclinic & Market","True"
"O=C(Nc1nc2c(s1)CCC2)c1csc(N2CCCCC2=O)c1","Preclinic & Market","True"
"c1cc([C@@H](CN2CCNCC2)C2CCCCC2)cs1","Preclinic & Market","True"
"O=S(=O)(NC=NCCCN1CCOCC1)c1cccs1","Preclinic & Market","True"
"c1cn(Cc2ccc(-c3ccsc3-c3nn[nH]n3)cc2)cn1","Preclinic & Market","True"
"O=S(=O)(c1csc(-c2ccn[nH]2)c1)N1CC[C@@H](C2CC2)C1","Preclinic & Market","True"
"O=C(NCc1ccco1)c1cc(-c2ccccc2)c(N2CCOCC2)s1","Preclinic & Market","True"
"c1ccc(-c2cc(N3CCOCC3)sc2-c2cn[nH]c2)cc1","Preclinic & Market","True"
"c1ccc(-c2ccc(-c3ncncc3-c3csc4ccccc34)s2)cc1","Preclinic & Market","True"
"O=C(Nc1[nH]nc2c1CCC2)c1ccc([C@@H]2CCCN2C2CCC2)s1","Preclinic & Market","True"
"c1ccc(Nc2cc(-c3c[nH]c4ccccc34)cs2)cc1","Preclinic & Market","True"
"O=C(CC[C@H]1CCCNC1)N(Cc1ccccn1)Cc1cccs1","Preclinic & Market","True"
"c1ncc(-c2ccc(CNC34CC5CC(CC(C5)C3)C4)s2)cn1","Preclinic & Market","True"
"c1ccc(-c2sc(-c3ccsc3)cc2Cc2ccsc2)cc1","Preclinic & Market","True"
"O=C(NCCc1ccc(C2CCNCC2)s1)[C@H]1N[C@@H]2CC[C@H]1C2","Preclinic & Market","True"
"C1=C(c2ccc(C3=CCNCC3)s2)CCNC1","Preclinic & Market","True"
"c1csc(C(c2cccs2)[C@H]2CN3CCC2CC3)c1","Preclinic & Market","True"
"C(=NN1CCCCC1)c1cccs1","Preclinic & Market","True"
"O=C1Cc2cc(Sc3cc(C4CCOCC4)cs3)ccc2N1","Preclinic & Market","True"
"O=c1ccccn1CS(=O)(=O)c1ccc(-c2ccccc2)s1","Preclinic & Market","True"
"O=C(NCc1ccc(S(=O)(=O)N2CCNCC2)s1)c1ccccc1","Preclinic & Market","True"
"C1=C(c2cccs2)c2ccccc2OC12CCNCC2","Preclinic & Market","True"
"O=C(NCCC1CCCCC1)c1ccc(-c2ccnc3[nH]ccc23)s1","Preclinic & Market","True"
"C(=N/c1ccc(Cc2ccccc2)s1)\c1ccc2ccccc2c1","Preclinic & Market","True"
"c1csc(C(c2ccc3cccnc3c2)c2ccc3cccnc3c2)c1","Preclinic & Market","True"
"O=C(Nc1cccc(-c2csc(-c3nc4ccccc4[nH]3)c2)c1)c1ccoc1","Preclinic & Market","True"
"C(\OCCN1CCCCC1)=C(\c1ccccc1)c1cccs1","Preclinic & Market","True"
"c1cc(C(c2ccsc2)c2ccsc2)cs1","Preclinic & Market","True"
"O=C(Nc1sccc1-c1nc(C2CC2)no1)C1CCCCC1","Preclinic & Market","True"
"c1cnc2c(c1)CCC[C@@H]2N(Cc1nc2ccccc2[nH]1)c1ccsc1","Preclinic & Market","True"
"O=C(CCNC(=O)c1sccc1-c1ccccc1)N[C@H]1CCS(=O)(=O)C1","Preclinic & Market","True"
"c1cc(-c2sc(-c3ccncc3)c(-c3ccncc3)c2-c2ccncc2)ccn1","Preclinic & Market","True"
"c1ccc(CSc2ccsc2)cc1","Preclinic & Market","True"
"O=C1c2ccccc2N[C@H](c2ccc(-c3ccccn3)s2)N1c1ccccc1","Preclinic & Market","True"
"O=S(=O)(Nc1ccno1)c1ccsc1-c1ccccc1","Preclinic & Market","True"
"O=C(c1ccc(C(=O)N2CCCc3ccccc32)s1)N1CCCc2ccccc21","Preclinic & Market","True"
"O=C(c1cscc1CCc1ccccc1)c1cscc1CCc1ccccc1","Preclinic & Market","True"
"C1=Nn2c(nnc2-c2sccc2-c2ccccc2)SC1","Preclinic & Market","True"
"O=C(c1ccsc1NC1=NS(=O)(=O)c2ccccc21)N1CCOCC1","Preclinic & Market","True"
"C1=N[C@H](c2cc(-c3cccnc3)cs2)C[C@@H](c2cnoc2)S1","Preclinic & Market","True"
"O=C(Nc1ccc(-c2ccc3c(c2)OCO3)s1)c1ccccc1","Preclinic & Market","True"
"c1cncc(CCNCc2cccc(-c3ccc(-c4nc5ccccc5[nH]4)s3)c2)c1","Preclinic & Market","True"
"c1ccc(-c2ccc(Nc3cccc(CN4CCOCC4)n3)s2)cc1","Preclinic & Market","True"
"c1ccc(-c2ccc(Cn3cnc4cccnc43)s2)c(-c2nn[nH]n2)c1","Preclinic & Market","True"
"O=C1c2cccnc2C(=O)N1Cc1ccc(S(=O)(=O)NCc2ccco2)s1","Preclinic & Market","True"
